date,loc,avr_temp,min_temp,max_temp
2020-03-02,143,7.1,4.2,11.5
2020-03-03,143,7.7,3.7,12.5
2020-03-04,143,5.9,1,10.6
2020-03-05,143,3.7,-0.7,10.4
2020-03-06,143,5.4,-2.9,13.9
2020-03-07,143,5.7,1.5,10.2
2020-03-08,143,8.3,1.8,16
2020-03-09,143,9.1,1.6,15.1
2020-03-10,143,9,5.8,10.7
2020-03-11,143,6.4,2.9,11.2
2020-03-12,143,8.3,-0.9,17.1
2020-03-13,143,9.4,3.8,15.4
2020-03-14,143,6.5,1.6,11.5
2020-03-15,143,6.2,1.6,12.2
2020-03-16,143,6.4,0.8,12.1
2020-03-17,143,10.5,1.1,18.6
2020-03-18,143,11.7,3.3,19.6
2020-03-19,143,10.8,6,19.4
2020-03-20,143,12,7,18.6
2020-03-21,143,15,5.2,25.4
2020-03-22,143,14.1,7.8,21.7
2020-03-23,143,11.5,3,20.1
2020-03-24,143,11.2,3.8,19
2020-03-25,143,13.1,3.6,21.4
2020-03-26,143,13.2,9.8,16.9
2020-03-27,143,14.6,9.8,19.6
2020-03-28,143,8.2,6.2,11.1
2020-03-29,143,8.7,3.4,14.4
2020-03-30,143,11.5,6.1,18.3
2020-03-31,143,12.8,4.6,21.1
2020-04-01,143,13.9,9,19.8
2020-04-02,143,12.6,4.4,19
2020-04-03,143,13.5,5.3,20.6
2020-04-04,143,10.8,5.5,20.2
2020-04-05,143,9.3,1.5,16.6
2020-04-06,143,11.3,1.3,18.9
2020-04-07,143,15.3,8.5,21.7
2020-04-08,143,12.2,7.1,18.8
2020-04-09,143,10.3,3,17.5
2020-04-10,143,11,8.2,15
2020-04-11,143,10.6,5.8,15.2
2020-04-12,143,9.2,7.6,13
2020-04-13,143,10.2,6.4,16.7
2020-04-14,143,14.6,2.4,23.9
2020-04-15,143,14.5,6.6,23.1
2020-04-16,143,12.8,9,18.1
2020-04-17,143,10.7,8.6,12.9
2020-04-18,143,14,10.3,19.9
2020-04-19,143,11.1,9.6,13.9
2020-04-20,143,13.6,9.6,19.8
2020-04-21,143,11.4,6.2,17.3
2020-04-22,143,8.5,4.8,14.4
2020-04-23,143,9.9,4.9,16
2020-04-24,143,11.8,4.2,18.4
2020-04-25,143,15.9,5.7,24.1
2020-04-26,143,13.6,9.4,19.8
2020-04-27,143,12.9,5.4,20
2020-04-28,143,15.2,6.2,22.6
2020-04-29,143,17.6,7.5,26.1
2020-04-30,143,18.9,10.2,28
2020-05-01,143,22.7,14.3,31.3
2020-05-02,143,22.7,17.6,29.7
2020-05-03,143,17.9,16.4,20.3
2020-05-04,143,21.5,14.7,29.7
2020-05-05,143,16.8,14.4,21.2
2020-05-06,143,17.5,13.3,26.1
2020-05-07,143,15.8,9.8,21.9
2020-05-08,143,17.6,9.1,25.6
2020-05-09,143,17,14.6,19
2020-05-10,143,18.9,16.3,23.9
2020-05-11,143,21.1,12.9,28.6
2020-05-12,143,20.2,14.8,26.5
2020-05-13,143,18.6,10.8,25.5
2020-05-14,143,19.9,11,28.3
2020-05-15,143,16.5,14.8,19.8
2020-05-16,143,19.3,14.8,26.6
2020-05-17,143,22,16.2,29
2020-05-18,143,19.8,17.2,23.5
2020-05-19,143,15.5,12.8,19.4
2020-05-20,143,15.6,10.5,22.4
2020-05-21,143,16.2,11.6,24
2020-05-22,143,17.1,12.6,23.2
2020-05-23,143,20.1,11.7,28.6
2020-05-24,143,21.6,16.4,27.4
2020-05-25,143,21.4,16,26.3
2020-05-26,143,21.6,15.9,27.6
2020-05-27,143,21.4,17.3,27.3
2020-05-28,143,21,13.7,28.6
2020-05-29,143,21.1,13.5,28.9
2020-05-30,143,21.7,14.2,28.4
2020-05-31,143,22.3,15.6,28.9
2020-06-01,143,23.6,19.9,29.1
2020-06-02,143,22.5,15,29.3
2020-06-03,143,24.1,17.2,31.1
2020-06-04,143,27.7,19.6,35.3
2020-06-05,143,25.9,19.8,34.6
2020-06-06,143,21.2,18.4,26.3
2020-06-07,143,23.5,16.2,31.3
2020-06-08,143,26.9,17.4,35.6
2020-06-09,143,28.7,21,37
2020-06-10,143,28.1,21.3,36.1
2020-06-11,143,25.5,20.6,31.7
2020-06-12,143,25.6,19.7,30.9
2020-06-13,143,24.6,19.7,29.5
2020-06-14,143,25.5,23.1,30.5
2020-06-15,143,25.9,19.9,31.8
2020-06-16,143,24.8,18.9,31.3
2020-06-17,143,23.3,18.3,27.7
2020-06-18,143,19.2,17.8,23.1
2020-06-19,143,22,17.9,28.7
2020-06-20,143,23.2,20,28.8
2020-06-21,143,22.2,17.7,27.2
2020-06-22,143,25.3,16.2,33.5
2020-06-23,143,26.3,19.4,34
2020-06-24,143,22.2,20.1,24.5
2020-06-25,143,23.8,20.1,26.9
2020-06-26,143,25.5,21.7,30.7
2020-06-27,143,26.1,20.9,31.3
2020-06-28,143,26.1,21.4,32
2020-06-29,143,22.1,19.8,26.8
2020-06-30,143,23.5,19.3,28.2
2020-07-01,143,22.2,19.1,26.3
2020-07-02,143,23.6,18.3,28.8
2020-07-03,143,20.7,18,22.6
2020-07-04,143,21.2,17.9,24.2
2020-07-05,143,23.7,19.8,28.6
2020-07-06,143,24.1,19.9,28.1
2020-07-07,143,26.5,23.1,32.4
2020-07-08,143,26.2,22.3,31
2020-07-09,143,24.4,20.8,29.7
2020-07-10,143,24,21,28.4
2020-07-11,143,25.5,21.6,31.3
2020-07-12,143,20.4,18.1,21.9
2020-07-13,143,19.2,18.2,21
2020-07-14,143,19.6,18.4,21.5
2020-07-15,143,19.2,17.5,22.9
2020-07-16,143,22.2,16.8,28.8
2020-07-17,143,22.7,17.3,28.8
2020-07-18,143,22.4,16.8,27.6
2020-07-19,143,24.3,20.5,28
2020-07-20,143,29.1,25.9,32.8
2020-07-21,143,26.9,22.8,31.8
2020-07-22,143,22.5,21.5,25.1
2020-07-23,143,21.7,21,22.5
2020-07-24,143,21.3,20.2,23
2020-07-25,143,21.9,20.1,24.8
2020-07-26,143,25,21.3,30.2
2020-07-27,143,22.6,21.3,24.6
2020-07-28,143,22.3,21.3,24.2
2020-07-29,143,23.1,21.6,24.7
2020-07-30,143,23.1,21.2,25
2020-07-31,143,26.1,21.9,31.5
2020-08-01,143,27.7,23.9,34.1
2020-08-02,143,28.6,24.6,33.4
2020-08-03,143,29.1,25.7,33
2020-08-04,143,29.3,24.9,34.4
2020-08-05,143,28.9,25.4,33
2020-08-06,143,28.5,25.8,31.2
2020-08-07,143,24.6,22.5,27.1
2020-08-08,143,23.7,22.9,25
2020-08-09,143,28.3,23.9,33.4
2020-08-10,143,26.1,24.2,30.6
2020-08-11,143,27.6,24.3,33.2
2020-08-12,143,28.7,24.7,33.7
2020-08-13,143,30.3,25.8,35.4
2020-08-14,143,31.2,25.6,35.6
2020-08-15,143,31.4,27.1,36.1
2020-08-16,143,30.4,25.9,35.9
2020-08-17,143,29.6,25.3,34.2
2020-08-18,143,30,24.8,35.9
2020-08-19,143,30.5,24.8,36
2020-08-20,143,29.6,24.4,36.3
2020-08-21,143,27.2,23.8,33.8
2020-08-22,143,26.9,23.8,31.2
2020-08-23,143,28.2,24,33.5
2020-08-24,143,28.5,23.6,33.9
2020-08-25,143,29.9,23.7,36.3
2020-08-26,143,29.4,27,33.5
2020-08-27,143,28.4,25.7,33.3
2020-08-28,143,28.8,26,32.9
2020-08-29,143,29.8,26.3,33.9
2020-08-30,143,28.6,25,34.9
2020-08-31,143,25.4,23.8,27.4
2020-09-01,143,25.6,22.9,29.4
2020-09-02,143,26.1,23.9,28.3
2020-09-03,143,27,23.8,30.8
2020-09-04,143,24.1,18.3,30.4
2020-09-05,143,19.9,17.3,23.1
2020-09-06,143,19.5,17.6,20.7
2020-09-07,143,23.4,18.8,25.6
2020-09-08,143,25.4,22.1,30.3
2020-09-09,143,23.9,21.1,28.1
2020-09-10,143,23.3,19.3,28.1
2020-09-11,143,21.7,18.8,26.5
2020-09-12,143,19.9,18.3,21.9
2020-09-13,143,20.9,18.1,26
2020-09-14,143,22.5,18,28.6
2020-09-15,143,22.9,18.3,28.9
2020-09-16,143,21.7,19.8,23.7
2020-09-17,143,21.5,18.3,25
2020-09-18,143,20.5,16,25.6
2020-09-19,143,20.5,12.7,27.4
2020-09-20,143,19.7,13.6,26.3
2020-09-21,143,18,12,24.4
2020-09-22,143,17.5,14.2,22.9
2020-09-23,143,18.7,14.3,22.9
2020-09-24,143,19.6,16.1,23.9
2020-09-25,143,19.7,14.8,25.6
2020-09-26,143,19.4,14.6,25
2020-09-27,143,18.8,14.8,24.3
2020-09-28,143,17.6,11.7,24.1
2020-09-29,143,18.3,11.8,26.1
2020-09-30,143,18.6,13.1,25
2020-10-01,143,18.4,12.8,24.9
2020-10-02,143,20.7,14.4,26.6
2020-10-03,143,21.5,17.6,27.3
2020-10-04,143,20.3,17,23.1
2020-10-05,143,15.8,11,20.1
2020-10-06,143,16.2,9.5,22.4
2020-10-07,143,17.1,12.3,22.1
2020-10-08,143,18.3,15.6,21.3
2020-10-09,143,18.6,16.5,21.5
2020-10-10,143,18.1,14.6,23.7
2020-10-11,143,16.5,12.1,21.5
2020-10-12,143,17.5,12.4,23.5
2020-10-13,143,16,11.2,21.8
2020-10-14,143,13.7,7.9,21.4
2020-10-15,143,14.5,7.6,21.1
2020-10-16,143,13.4,8.7,17
2020-10-17,143,14.5,8.3,21
2020-10-18,143,14.1,7.8,21.8
2020-10-19,143,14.2,7.1,22.4
2020-10-20,143,14.7,8.1,22.9
2020-10-21,143,13.7,9.2,18.3
2020-10-22,143,15,11.9,18.9
2020-10-23,143,11.7,8.3,16.7
2020-10-24,143,11.3,5.8,16.7
2020-10-25,143,14,6.4,20.8
2020-10-26,143,13.4,6.2,21.6
2020-10-27,143,13.4,6.1,21.6
2020-10-28,143,16.1,11.4,21.3
2020-10-29,143,12,5.3,19.2
2020-10-30,143,11.7,5.4,18.7
2020-10-31,143,11.4,5.4,18.1
2020-11-01,143,12.1,9.6,13.6
2020-11-02,143,13,6.9,18.2
2020-11-03,143,7.5,4.3,11.4
2020-11-04,143,6.7,2.2,12.7
2020-11-05,143,8.7,-0.8,16.9
2020-11-06,143,12.1,9.2,14.6
2020-11-07,143,14.4,7.3,22.3
2020-11-08,143,11.2,6.3,17.8
2020-11-09,143,8.2,4.1,12.8
2020-11-10,143,9.4,3.8,15.1
2020-11-11,143,8.2,1.1,16.5
2020-11-12,143,9.4,1.7,18.8
2020-11-13,143,10.9,3.1,19.7
2020-11-14,143,11.3,4.1,19
2020-11-15,143,10.9,4.9,18.9
2020-11-16,143,12.3,5,20.3
2020-11-17,143,14.7,9.1,20.4
2020-11-18,143,18.9,12.8,23.4
2020-11-19,143,19.4,12.8,25.3
2020-11-20,143,9.4,5.2,12.9
2020-11-21,143,7.1,1.4,11.9
2020-11-22,143,9.2,7.5,11.9
2020-11-23,143,5.9,2.7,10.5
2020-11-24,143,5.6,0.9,12.9
2020-11-25,143,7.2,0.9,12.6
2020-11-26,143,8.8,4.9,13.3
2020-11-27,143,8.2,3.8,11.9
2020-11-28,143,3.6,1.4,7.6
2020-11-29,143,3.8,-0.8,8.2
2020-11-30,143,3.8,0.8,8.2
2020-12-01,143,3,-3.1,9.8
2020-12-02,143,4.1,-1.9,10.3
2020-12-03,143,4.6,1.8,8.7
2020-12-04,143,2.7,-2.5,7.6
2020-12-05,143,3.3,-1.5,8.4
2020-12-06,143,4.1,-1.3,10.5
2020-12-07,143,4.5,-1.8,11.3
2020-12-08,143,2.5,-1.4,6.8
2020-12-09,143,1.9,-4.9,9.7
2020-12-10,143,5.9,1.4,12.2
2020-12-11,143,6.8,2,11.4
2020-12-12,143,5.8,0.8,9.4
2020-12-13,143,2.5,-1.9,10.5
2020-12-14,143,-3.2,-5.6,-0.5
2020-12-15,143,-4.4,-7.4,-0.4
2020-12-16,143,-3.6,-5.8,-0.2
2020-12-17,143,-1.9,-5.7,2.4
2020-12-18,143,0.5,-4.9,7.2
2020-12-19,143,-1.4,-4.3,2.5
2020-12-20,143,-0.2,-4.7,4.5
2020-12-21,143,0.5,-4.5,5.9
2020-12-22,143,1.8,-4.4,8.9
2020-12-23,143,2,-3.6,8.7
2020-12-24,143,4.5,-0.5,11.1
2020-12-25,143,1.4,-2.9,5.4
2020-12-26,143,1.7,-4.6,9.1
2020-12-27,143,2.4,-2.1,6.8
2020-12-28,143,3.8,0.4,12.6
2020-12-29,143,3.2,-1.6,11.9
2020-12-30,143,-5.6,-8.6,0.9
2020-12-31,143,-5.1,-10.3,-0.6
2021-01-01,143,-1.8,-5.7,2.6
